oid,platformname_1,datetime_1,speed_km_hr_1,distance_1_sec_1,bearing,point_x,point_y,point_z,platformtypename
-1,Badger1,10/3/2018 0:09,60,16.66666667,132.510257,-67.12334483,18.50523789,0,Vehicle
-1, Sparrow1,10/3/2018 0:09,800,222.2222222,201.7863931,-67.04958339,18.47146002,0,Aircraft
-1, Sparrow1,10/3/2018 0:09,800,222.2222222,204.7893014,-67.05022912,18.46966857,0,Aircraft
-1,Badger1,10/3/2018 0:09,60,16.66666667,132.510257,-67.12323447,18.50514195,0,Vehicle
-1,Neptune1,10/3/2018 0:09,40,11.11111111,355.1309707,-67.02857169,18.52166822,0,Ship
-1,Mako1,10/3/2018 0:09,60,16.66666667,262.5534743,-67.12661151,18.51973111,0,Speed Boat
-1,Neptune1,10/3/2018 0:09,40,11.11111111,355.1972181,-67.02858027,18.52176251,0,Ship
-1,Mako1,10/3/2018 0:09,60,16.66666667,262.2278667,-67.12676008,18.51971355,0,Speed Boat
-1, Sparrow1,10/3/2018 0:09,800,222.2222222,207.4968302,-67.05096994,18.46791059,0,Aircraft
-1,Badger1,10/3/2018 0:09,60,16.66666667,132.510257,-67.1231241,18.50504601,0,Vehicle
-1,Neptune1,10/3/2018 0:09,40,11.11111111,355.2661623,-67.02858874,18.52185681,0,Ship
-1, Sparrow1,10/3/2018 0:09,800,222.2222222,209.9276501,-67.05180684,18.46619178,0,Aircraft
-1,Mako1,10/3/2018 0:09,60,16.66666667,261.9022766,-67.12690853,18.51969515,0,Speed Boat
-1,Badger1,10/3/2018 0:09,60,16.66666667,132.510257,-67.12301373,18.50495008,0,Vehicle
-1,Neptune1,10/3/2018 0:09,40,11.11111111,355.3377673,-67.0285971,18.52195112,0,Ship
-1, Sparrow1,10/3/2018 0:09,800,222.2222222,212.1032273,-67.05272844,18.46451233,0,Aircraft
-1,Badger1,10/3/2018 0:09,60,16.66666667,132.5105104,-67.12290337,18.50485414,0,Vehicle
-1,Mako1,10/3/2018 0:09,60,16.66666667,261.5761041,-67.12705688,18.51967595,0,Speed Boat
-1, Sparrow1,10/3/2018 0:09,800,222.2222222,214.0445643,-67.05372431,18.46287143,0,Aircraft
-1,Badger1,10/3/2018 0:09,60,16.66666667,143.063185,-67.122793,18.5047582,0,Vehicle
-1,Neptune1,10/3/2018 0:09,40,11.11111111,355.4123233,-67.02860534,18.52204544,0,Ship
-1,Mako1,10/3/2018 0:09,60,16.66666667,261.2503093,-67.1272051,18.51965595,0,Speed Boat
-1,Neptune1,10/3/2018 0:09,40,11.11111111,355.4905164,-67.02861345,18.52213977,0,Ship
-1,Mako1,10/3/2018 0:09,60,16.66666667,260.9240208,-67.12735321,18.51963515,0,Speed Boat
-1,Badger1,10/3/2018 0:09,60,16.66666667,173.8535742,-67.12268264,18.50466226,0,Vehicle
-1, Sparrow1,10/3/2018 0:09,800,222.2222222,215.7710621,-67.05478516,18.46126753,0,Aircraft
-1, Sparrow1,10/3/2018 0:09,800,222.2222222,217.2994851,-67.05590269,18.45969861,0,Aircraft
-1,Neptune1,10/3/2018 0:09,40,11.11111111,355.5712372,-67.02862143,18.52223411,0,Ship
-1,Mako1,10/3/2018 0:09,60,16.66666667,260.5969648,-67.12750118,18.51961356,0,Speed Boat
-1,Badger1,10/3/2018 0:09,60,16.66666667,173.8531956,-67.12259713,18.50455441,0,Vehicle
-1,Neptune1,10/3/2018 0:09,40,11.11111111,355.6549637,-67.02862928,18.52232846,0,Ship
-1,Mako1,10/3/2018 0:09,60,16.66666667,260.2691204,-67.12764903,18.51959116,0,Speed Boat
-1,Badger1,10/3/2018 0:09,60,16.66666667,173.8535742,-67.1225811,18.50441324,0,Vehicle
-1, Sparrow1,10/3/2018 0:09,800,222.2222222,218.643645,-67.05706956,18.45816232,0,Aircraft
-1,Neptune1,10/3/2018 0:09,40,11.11111111,355.7418924,-67.02863699,18.52242282,0,Ship
-1,Mako1,10/3/2018 0:09,60,16.66666667,259.9401619,-67.12779673,18.51956797,0,Speed Boat
-1, Sparrow1,10/3/2018 0:09,800,222.2222222,219.8409076,-67.05827922,18.45665606,0,Aircraft
-1,Badger1,10/3/2018 0:09,60,16.66666667,173.8535742,-67.12256507,18.50427208,0,Vehicle
-1,Badger1,10/3/2018 0:09,60,16.66666667,173.8535742,-67.12254903,18.50413092,0,Vehicle
-1, Sparrow1,10/3/2018 0:09,800,222.2222222,221.3706704,-67.05952581,18.45517712,0,Aircraft
-1,Mako1,10/3/2018 0:09,60,16.66666667,259.6106575,-67.1279443,18.51954397,0,Speed Boat
-1,Neptune1,10/3/2018 0:09,40,11.11111111,355.7418924,-67.02864455,18.52251719,0,Ship
-1,Mako1,10/3/2018 0:09,60,16.66666667,259.2791902,-67.12809172,18.51951918,0,Speed Boat
-1,Neptune1,10/3/2018 0:09,40,11.11111111,355.7418924,-67.02865196,18.52261157,0,Ship
-1, Sparrow1,10/3/2018 0:09,800,222.2222222,223.0404208,-67.0608047,18.45372319,0,Aircraft
-1,Badger1,10/3/2018 0:09,60,16.66666667,173.8531956,-67.122533,18.50398976,0,Vehicle
-1, Sparrow1,10/3/2018 0:09,800,222.2222222,224.696417,-67.06212404,18.45230218,0,Aircraft
-1,Mako1,10/3/2018 0:09,60,16.66666667,258.9464685,-67.12823898,18.51949357,0,Speed Boat
-1,Neptune1,10/3/2018 0:09,40,11.11111111,355.7418924,-67.02865922,18.52270596,0,Ship
-1,Badger1,10/3/2018 0:09,60,16.66666667,173.8535742,-67.12251697,18.50384859,0,Vehicle
-1,Badger1,10/3/2018 0:09,60,16.66666667,173.8531956,-67.12250094,18.50370743,0,Vehicle
-1, Sparrow1,10/3/2018 0:09,800,222.2222222,225.8729314,-67.06348646,18.45091822,0,Aircraft
-1,Neptune1,10/3/2018 0:09,40,11.11111111,356.1182142,-67.02866631,18.52280037,0,Ship
-1,Mako1,10/3/2018 0:09,60,16.66666667,258.6121974,-67.12838609,18.51946717,0,Speed Boat
-1,Neptune1,10/3/2018 0:09,40,11.11111111,356.2195403,-67.02867324,18.52289478,0,Ship
-1, Sparrow1,10/3/2018 0:09,800,222.2222222,225.8729314,-67.06489048,18.44957218,0,Aircraft
-1,Mako1,10/3/2018 0:09,60,16.66666667,258.2757009,-67.12853303,18.51943995,0,Speed Boat
-1,Badger1,10/3/2018 0:09,60,16.66666667,173.8535742,-67.12248491,18.50356627,0,Vehicle
-1,Badger1,10/3/2018 0:09,60,16.66666667,173.8531956,-67.12246888,18.50342511,0,Vehicle
-1,Mako1,10/3/2018 0:09,60,16.66666667,257.9371763,-67.1286798,18.51941192,0,Speed Boat
-1,Neptune1,10/3/2018 0:09,40,11.11111111,356.3244005,-67.02868,18.5229892,0,Ship
-1,Mako1,10/3/2018 0:09,60,16.66666667,257.5967045,-67.1288264,18.51938307,0,Speed Boat
-1,Badger1,10/3/2018 0:09,60,16.66666667,173.8535742,-67.12245285,18.50328394,0,Vehicle
-1,Neptune1,10/3/2018 0:09,40,11.11111111,356.4324148,-67.02868658,18.52308364,0,Ship
-1,Badger1,10/3/2018 0:09,60,16.66666667,173.8531956,-67.12243682,18.50314278,0,Vehicle
-1,Neptune1,10/3/2018 0:09,40,11.11111111,356.5429697,-67.02869298,18.52317809,0,Ship
-1,Mako1,10/3/2018 0:09,60,16.66666667,257.2538363,-67.12897281,18.5193534,0,Speed Boat
-1,Badger1,10/3/2018 0:09,60,16.66666667,173.8535742,-67.12242079,18.50300161,0,Vehicle
-1,Neptune1,10/3/2018 0:09,40,11.11111111,356.6560985,-67.02869919,18.52327255,0,Ship
-1,Mako1,10/3/2018 0:09,60,16.66666667,256.90785,-67.12911903,18.51932291,0,Speed Boat
-1,Mako1,10/3/2018 0:10,60,16.66666667,256.559365,-67.12926506,18.51929158,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,173.8531956,-67.12240476,18.50286045,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,356.7733455,-67.02870521,18.52336702,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,256.2076368,-67.12941089,18.51925943,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,356.8931387,-67.02871103,18.5234615,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,173.8535742,-67.12238872,18.50271929,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,255.852947,-67.12955651,18.51922643,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,203.1331993,-67.12237269,18.50257812,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,357.0165916,-67.02871665,18.52355599,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,255.4943359,-67.12970191,18.51919258,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,204.4438694,-67.12235666,18.50243696,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,357.1420497,-67.02872206,18.52365049,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,212.0451468,-67.12241513,18.50230717,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,255.1322038,-67.12984709,18.51915788,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,357.2711136,-67.02872725,18.52374501,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,254.7665298,-67.12999203,18.51912233,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,278.6154525,-67.12247709,18.50217792,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,357.4032681,-67.02873223,18.52383953,0,Ship
-1,Neptune1,10/3/2018 0:10,40,11.11111111,357.5390059,-67.02873698,18.52393406,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,278.6157924,-67.12254989,18.50206763,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,254.3960618,-67.13013674,18.5190859,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,357.6775295,-67.02874151,18.52402861,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,278.6154525,-67.12269792,18.5020889,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,254.0218323,-67.1302812,18.5190486,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,357.6775295,-67.02874579,18.52412316,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,278.6157924,-67.12284595,18.50211017,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,253.5520262,-67.1304254,18.51901041,0,Speed Boat
-1,Mako1,10/3/2018 0:10,60,16.66666667,252.9860622,-67.13056933,18.51897133,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,278.6154525,-67.12299398,18.50213144,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,357.6775295,-67.02874984,18.52421773,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,278.6157409,-67.12314201,18.50215271,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,252.4302106,-67.13071293,18.51893113,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,357.6775295,-67.02875363,18.5243123,0,Ship
-1,Neptune1,10/3/2018 0:10,40,11.11111111,358.2629834,-67.02875718,18.52440688,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,278.615504,-67.12329004,18.50217398,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,251.8842287,-67.13085609,18.51888959,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,358.417723,-67.02876047,18.52450147,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,251.3488245,-67.13099883,18.51884674,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,270.9134012,-67.12343807,18.50219525,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,250.8236178,-67.13114112,18.5188026,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,358.5756105,-67.02876349,18.52459607,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,253.6103433,-67.1235861,18.50221652,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,358.7365018,-67.02876625,18.52469067,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,250.3087828,-67.13128298,18.51875719,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,253.6104403,-67.12373276,18.50221873,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,358.9010799,-67.02876873,18.52478528,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,249.8046645,-67.13142439,18.51871056,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,253.6106731,-67.1238764,18.50217867,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,359.0686698,-67.02877093,18.5248799,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,249.3108526,-67.13156535,18.51866273,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,253.6103433,-67.12402003,18.50213861,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,248.8277262,-67.13170587,18.51861372,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,253.6106731,-67.12416367,18.50209855,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,359.2393603,-67.02877285,18.52497453,0,Ship
-1,Neptune1,10/3/2018 0:10,40,11.11111111,359.4136699,-67.02877447,18.52506915,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,253.6104403,-67.1243073,18.50205849,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,248.3553721,-67.13184593,18.51856356,0,Speed Boat
-1,Mako1,10/3/2018 0:10,60,16.66666667,247.8931393,-67.13198554,18.51851229,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,253.6103433,-67.12445094,18.50201842,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,359.5916022,-67.02877579,18.52516379,0,Ship
-1,Neptune1,10/3/2018 0:10,40,11.11111111,359.7731117,-67.02877682,18.52525842,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,247.8931393,-67.13212471,18.51845992,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,253.6281917,-67.12459457,18.50197836,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,247.0012038,-67.13226342,18.51840649,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,359.9572,-67.02877753,18.52535306,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,255.0684942,-67.12473821,18.5019383,0,Vehicle
-1,Badger1,10/3/2018 0:10,60,16.66666667,255.0688264,-67.12488186,18.50189828,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,246.5710128,-67.13240168,18.51835203,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,0.145417828,-67.02877792,18.5254477,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,246.1511611,-67.1325395,18.51829656,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,0.336726789,-67.028778,18.52554234,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,255.0685828,-67.12502652,18.5018617,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,0.336726789,-67.02877774,18.52563698,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,255.0684942,-67.12517118,18.50182511,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,245.742395,-67.13267688,18.51824012,0,Speed Boat
-1,Mako1,10/3/2018 0:10,60,16.66666667,245.3434406,-67.13281381,18.51818272,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,255.0684942,-67.12531585,18.50178853,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,0.336726789,-67.02877716,18.52573162,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,255.0684942,-67.12546051,18.50175195,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,0.336726789,-67.02877623,18.52582626,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,245.3434406,-67.13295031,18.51812439,0,Speed Boat
-1,Mako1,10/3/2018 0:10,60,16.66666667,244.5777727,-67.13308638,18.51806517,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,1.137627297,-67.02877496,18.52592089,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,255.0684942,-67.12560518,18.50171536,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,244.2104424,-67.13322202,18.51800507,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,264.5832803,-67.12574984,18.50167878,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,1.347050308,-67.02877334,18.52601552,0,Ship
-1,Neptune1,10/3/2018 0:10,40,11.11111111,1.560055275,-67.02877135,18.52611014,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,267.8787636,-67.1258945,18.5016422,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,243.8528221,-67.13335724,18.51794412,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,267.8791199,-67.12604284,18.50162886,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,1.776252024,-67.02876901,18.52620475,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,243.5062845,-67.13349205,18.51788236,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,267.8787636,-67.12619246,18.5016236,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,1.996507609,-67.02876629,18.52629936,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,243.1696156,-67.13362645,18.5178198,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,267.8787764,-67.12634208,18.50161835,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,2.219959121,-67.0287632,18.52639395,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,243.1696156,-67.13376044,18.51775647,0,Speed Boat
-1,Mako1,10/3/2018 0:10,60,16.66666667,242.8428668,-67.13389404,18.51769239,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,267.8791072,-67.12649169,18.50161309,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,2.448158324,-67.02875972,18.52648854,0,Ship
-1,Neptune1,10/3/2018 0:10,40,11.11111111,2.678897681,-67.02875585,18.52658311,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,242.2196678,-67.13402726,18.51762759,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,250.2414418,-67.12664131,18.50160784,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,2.914137188,-67.02875159,18.52667766,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,241.9230237,-67.13416009,18.51756209,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,224.9997569,-67.12679093,18.50160258,0,Vehicle
-1,Badger1,10/3/2018 0:10,60,16.66666667,225,-67.12692237,18.50155781,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,241.6360295,-67.13429256,18.51749593,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,3.152714487,-67.02874692,18.5267722,0,Ship
-1,Neptune1,10/3/2018 0:10,40,11.11111111,3.395560446,-67.02874185,18.52686671,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,225,-67.12702824,18.50145741,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,241.3589761,-67.13442466,18.51742911,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,3.641985255,-67.02873636,18.52696121,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,225,-67.1271341,18.50135702,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,241.0917461,-67.1345564,18.51736166,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,225,-67.12723997,18.50125662,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,3.892589734,-67.02873045,18.52705568,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,240.8335385,-67.1346878,18.51729362,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,224.9997569,-67.12734584,18.50115622,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,240.5855799,-67.13481886,18.51722499,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,4.1469717,-67.02872411,18.52715013,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,239.3963577,-67.12745171,18.50105583,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,4.1469717,-67.02871733,18.52724456,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,240.3466663,-67.1349496,18.5171558,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1302319,-67.12755757,18.50095543,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,240.1176904,-67.13508002,18.51708608,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,4.1469717,-67.02871011,18.52733895,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1303873,-67.12768538,18.50088374,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,239.8977989,-67.13521013,18.51701584,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,4.1469717,-67.02870245,18.52743331,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1302319,-67.12781894,18.50081957,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,239.6868463,-67.13533994,18.51694511,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,5.203485978,-67.02869433,18.52752763,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,239.4857907,-67.13546947,18.5168739,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,5.477024181,-67.02868574,18.52762192,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.130236,-67.12795249,18.5007554,0,Vehicle
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1299252,-67.12808605,18.50069123,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,5.755591432,-67.02867669,18.52771617,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,239.2938852,-67.13559872,18.51680225,0,Speed Boat
-1,Mako1,10/3/2018 0:10,60,16.66666667,239.1107644,-67.1357277,18.51673016,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1302319,-67.1282196,18.50062706,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,6.037401461,-67.02866716,18.52781038,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,238.9372547,-67.13585643,18.51665767,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.130236,-67.12835316,18.50056289,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,6.323336362,-67.02865716,18.52790454,0,Ship
-1,Neptune1,10/3/2018 0:10,40,11.11111111,6.614098912,-67.02864666,18.52799865,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1302319,-67.12848671,18.50049872,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,238.7723497,-67.13598491,18.51658478,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1303873,-67.12862027,18.50043455,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,6.908698516,-67.02863566,18.52809272,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,238.6165213,-67.13611316,18.51651153,0,Speed Boat
-1,Mako1,10/3/2018 0:10,60,16.66666667,238.470176,-67.13624119,18.51643793,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1299252,-67.12875382,18.50037038,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,7.207144915,-67.02862417,18.52818673,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,238.3322066,-67.13636901,18.516364,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1303873,-67.12888738,18.50030621,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,7.509661045,-67.02861216,18.52828068,0,Ship
-1,Neptune1,10/3/2018 0:10,40,11.11111111,7.81623513,-67.02859964,18.52837457,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1300806,-67.12902093,18.50024204,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,238.2037168,-67.13649662,18.51628976,0,Speed Boat
-1,Mako1,10/3/2018 0:10,60,16.66666667,238.0838261,-67.13662405,18.51621522,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,8.12769583,-67.02858659,18.5284684,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1300806,-67.12915449,18.50017786,0,Vehicle
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1302319,-67.12928804,18.50011369,0,Vehicle
-1,Neptune1,10/3/2018 0:10,40,11.11111111,8.443103263,-67.02857302,18.52856216,0,Ship
-1,Mako1,10/3/2018 0:10,60,16.66666667,237.9728639,-67.1367513,18.51614042,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,8.762002607,-67.02855891,18.52865585,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1303873,-67.1294216,18.50004952,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,237.870648,-67.13687838,18.51606536,0,Speed Boat
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1300806,-67.12955515,18.49998535,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,237.777653,-67.13700532,18.51599007,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,9.085959461,-67.02854425,18.52874946,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1302319,-67.12968871,18.49992118,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,237.6932552,-67.13713211,18.51591457,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,9.085959461,-67.02852905,18.52884299,0,Ship
-1,Badger1,10/3/2018 0:10,60,16.66666667,243.1300806,-67.12982226,18.49985701,0,Vehicle
-1,Mako1,10/3/2018 0:10,60,16.66666667,237.6177149,-67.13725877,18.51583887,0,Speed Boat
-1,Neptune1,10/3/2018 0:10,40,11.11111111,9.085959461,-67.02851329,18.52893644,0,Ship
-1,Mako1,10/3/2018 0:11,60,16.66666667,237.5512455,-67.13738531,18.515763,0,Speed Boat
-1,Badger1,10/3/2018 0:11,60,16.66666667,236.9211815,-67.12995582,18.49979284,0,Vehicle
-1,Neptune1,10/3/2018 0:11,40,11.11111111,9.085959461,-67.02849696,18.52902981,0,Ship
-1,Neptune1,10/3/2018 0:11,40,11.11111111,10.42259526,-67.02848007,18.52912308,0,Ship
-1,Mako1,10/3/2018 0:11,60,16.66666667,237.4934505,-67.13751175,18.51568696,0,Speed Boat
-1,Badger1,10/3/2018 0:11,60,16.66666667,169.99206,-67.13008937,18.49972867,0,Vehicle
-1,Mako1,10/3/2018 0:11,60,16.66666667,237.4446203,-67.13763809,18.51561079,0,Speed Boat
-1,Neptune1,10/3/2018 0:11,40,11.11111111,10.76736449,-67.02846259,18.52921626,0,Ship
